payment_id,invoice_id,payment_date,amount_usd,days_late
PAY-001799,HIST-001799,2026-04-20,44212.22,14
PAY-002678,HIST-002678,2026-04-20,79238.08,27
PAY-004798,HIST-004798,2026-04-20,264155.43,19
PAY-003014,HIST-003014,2026-04-20,21855.66,25
PAY-004029,HIST-004029,2026-04-20,33042.39,38
PAY-000820,HIST-000820,2026-04-20,26802.48,27
PAY-001842,HIST-001842,2026-04-20,65748.54,47
PAY-001601,HIST-001601,2026-04-20,88794.83,39
PAY-001169,HIST-001169,2026-04-20,81590.21,38
PAY-001095,HIST-001095,2026-04-20,16780.99,36
PAY-002263,HIST-002263,2026-04-20,68532.43,40
PAY-004337,HIST-004337,2026-04-21,22047.95,22
PAY-000025,HIST-000025,2026-04-21,24392.87,42
PAY-000591,HIST-000591,2026-04-21,84942.15,33
PAY-003550,HIST-003550,2026-04-21,10578.41,-5
PAY-001609,HIST-001609,2026-04-21,28258.05,11
PAY-004651,HIST-004651,2026-04-21,24299.86,27
PAY-004499,HIST-004499,2026-04-21,63037.36,20
PAY-001747,HIST-001747,2026-04-22,21542.53,21
PAY-004302,HIST-004302,2026-04-22,40143.38,34
PAY-000842,HIST-000842,2026-04-22,41401.74,8
PAY-003397,HIST-003397,2026-04-22,53363.4,-5
PAY-001891,HIST-001891,2026-04-22,64509.6,30
PAY-004364,HIST-004364,2026-04-22,53205.01,6
PAY-003347,HIST-003347,2026-04-22,35383.34,22
PAY-003741,HIST-003741,2026-04-22,24280.25,28
PAY-000758,HIST-000758,2026-04-22,135557.98,28
PAY-000511,HIST-000511,2026-04-22,43710.69,15
PAY-004654,HIST-004654,2026-04-22,88221.23,19
PAY-002243,HIST-002243,2026-04-22,38087.59,25
PAY-000592,HIST-000592,2026-04-23,24344.23,31
PAY-000164,HIST-000164,2026-04-23,23888.63,33
PAY-003850,HIST-003850,2026-04-23,79882.98,14
PAY-004152,HIST-004152,2026-04-23,33183.3,-3
PAY-002931,HIST-002931,2026-04-23,22315.32,17
PAY-001141,HIST-001141,2026-04-23,56707.65,23
PAY-000052,HIST-000052,2026-04-23,33632.02,12
PAY-002525,HIST-002525,2026-04-23,13713.67,6
PAY-003670,HIST-003670,2026-04-23,65786.03,-3
PAY-003360,HIST-003360,2026-04-23,82751.56,36
PAY-004286,HIST-004286,2026-04-23,20274.1,44
PAY-004792,HIST-004792,2026-04-24,20329.06,11
PAY-004091,HIST-004091,2026-04-24,103169.84,31
PAY-003497,HIST-003497,2026-04-24,41952.58,19
PAY-004054,HIST-004054,2026-04-24,41718.52,31
PAY-004048,HIST-004048,2026-04-24,16188.33,18
PAY-000692,HIST-000692,2026-04-24,81738.19,30
PAY-002921,HIST-002921,2026-04-24,48472.68,7
PAY-004377,HIST-004377,2026-04-24,48776.88,17
PAY-000138,HIST-000138,2026-04-24,18977.89,7
PAY-002846,HIST-002846,2026-04-24,12001.17,33
PAY-004153,HIST-004153,2026-04-24,131073.96,11
PAY-003864,HIST-003864,2026-04-24,32102.92,23
PAY-000419,HIST-000419,2026-04-25,141119.03,19
PAY-001596,HIST-001596,2026-04-25,41073.84,29
PAY-000439,HIST-000439,2026-04-25,15178.3,6
PAY-002913,HIST-002913,2026-04-25,30617.54,0
PAY-004573,HIST-004573,2026-04-25,81230.23,32
PAY-004130,HIST-004130,2026-04-25,17141.65,7
PAY-003314,HIST-003314,2026-04-25,163256.19,31
PAY-004253,HIST-004253,2026-04-25,58681.93,42
PAY-002300,HIST-002300,2026-04-25,82487.78,18
PAY-001463,HIST-001463,2026-04-26,35678.47,26
PAY-003390,HIST-003390,2026-04-26,17256.39,8
PAY-000521,HIST-000521,2026-04-26,29716.2,54
PAY-003127,HIST-003127,2026-04-26,85420.06,24
PAY-003155,HIST-003155,2026-04-26,20027.17,23
PAY-003306,HIST-003306,2026-04-26,37211.86,18
PAY-001833,HIST-001833,2026-04-26,57113.73,8
PAY-002803,HIST-002803,2026-04-26,47739.19,28
PAY-002576,HIST-002576,2026-04-27,67357.01,34
PAY-004321,HIST-004321,2026-04-27,33357.97,23
PAY-004382,HIST-004382,2026-04-27,30901.82,27
PAY-002513,HIST-002513,2026-04-27,45047.11,-3
PAY-003437,HIST-003437,2026-04-27,36697.15,2
PAY-002392,HIST-002392,2026-04-27,25607.8,23
PAY-000580,HIST-000580,2026-04-27,35830.87,32
PAY-004003,HIST-004003,2026-04-27,26236.66,15
PAY-004287,HIST-004287,2026-04-27,33689.46,34
PAY-001275,HIST-001275,2026-04-27,62226.25,10
PAY-002944,HIST-002944,2026-04-27,47499.16,12
PAY-003191,HIST-003191,2026-04-27,79203.29,44
PAY-002044,HIST-002044,2026-04-27,87275.26,29
PAY-002045,HIST-002045,2026-04-27,44989.72,37
PAY-000153,HIST-000153,2026-04-27,57572.65,7
PAY-004657,HIST-004657,2026-04-27,48452.41,11
PAY-003729,HIST-003729,2026-04-27,87377.01,34
PAY-000355,HIST-000355,2026-04-28,73401.94,30
PAY-001018,HIST-001018,2026-04-28,24012.21,19
PAY-000376,HIST-000376,2026-04-28,45243.72,26
PAY-004192,HIST-004192,2026-04-28,92613.11,8
PAY-003634,HIST-003634,2026-04-28,18180.46,8
PAY-004432,HIST-004432,2026-04-28,31834.13,34
PAY-001363,HIST-001363,2026-04-28,31297.72,38
PAY-000318,HIST-000318,2026-04-28,18092.82,18
PAY-004516,HIST-004516,2026-04-28,77288.69,8
PAY-000128,HIST-000128,2026-04-28,77556.84,42
PAY-001673,HIST-001673,2026-04-29,113692.32,26
PAY-001686,HIST-001686,2026-04-29,18911.73,26
PAY-001878,HIST-001878,2026-04-29,194117.48,42
PAY-003401,HIST-003401,2026-04-29,57555.68,12
PAY-003955,HIST-003955,2026-04-29,65177.24,45
PAY-003776,HIST-003776,2026-04-29,40191.79,23
PAY-004523,HIST-004523,2026-04-29,34970.63,-2
PAY-000873,HIST-000873,2026-04-29,26590.02,4
PAY-000494,HIST-000494,2026-04-29,40538.14,34
PAY-000456,HIST-000456,2026-04-29,86548.29,14
PAY-002936,HIST-002936,2026-04-29,43933.68,41
PAY-000663,HIST-000663,2026-04-29,32382.37,20
PAY-002016,HIST-002016,2026-04-30,46256.24,15
PAY-001773,HIST-001773,2026-04-30,16012.57,28
PAY-000732,HIST-000732,2026-04-30,103738.14,23
PAY-003078,HIST-003078,2026-04-30,22463.88,24
PAY-004734,HIST-004734,2026-04-30,18005.52,6
PAY-003111,HIST-003111,2026-04-30,48651.06,30
PAY-002707,HIST-002707,2026-04-30,31994.02,34
PAY-002584,HIST-002584,2026-04-30,17770.79,17
PAY-001811,HIST-001811,2026-04-30,18937.38,48
PAY-002034,HIST-002034,2026-04-30,21870.41,50
PAY-002381,HIST-002381,2026-05-01,147021.06,19
PAY-001105,HIST-001105,2026-05-01,65468.54,5
PAY-001755,HIST-001755,2026-05-01,37731.34,6
PAY-000305,HIST-000305,2026-05-01,13984.2,17
PAY-003600,HIST-003600,2026-05-01,36177.95,21
PAY-002335,HIST-002335,2026-05-01,91723.59,11
PAY-002268,HIST-002268,2026-05-01,89687.12,13
PAY-002705,HIST-002705,2026-05-01,40735.0,36
PAY-004597,HIST-004597,2026-05-01,33896.29,48
PAY-004053,HIST-004053,2026-05-01,100952.02,10
PAY-000628,HIST-000628,2026-05-01,48531.34,47
PAY-000551,HIST-000551,2026-05-01,39707.51,16
PAY-002550,HIST-002550,2026-05-01,34623.64,37
PAY-003655,HIST-003655,2026-05-01,103887.85,32
PAY-002355,HIST-002355,2026-05-01,26028.32,31
PAY-001079,HIST-001079,2026-05-01,58846.17,27
PAY-002241,HIST-002241,2026-05-01,27564.59,14
PAY-003270,HIST-003270,2026-05-02,43426.71,8
PAY-003388,HIST-003388,2026-05-02,42927.13,48
PAY-000907,HIST-000907,2026-05-02,25441.57,27
PAY-003713,HIST-003713,2026-05-02,46015.41,30
PAY-000168,HIST-000168,2026-05-02,120476.91,17
PAY-004678,HIST-004678,2026-05-02,36808.45,7
PAY-001325,HIST-001325,2026-05-02,10647.44,45
PAY-001513,HIST-001513,2026-05-02,47917.63,34
PAY-001768,HIST-001768,2026-05-02,26451.28,42
PAY-003447,HIST-003447,2026-05-02,51762.16,21
PAY-002695,HIST-002695,2026-05-02,12946.58,52
PAY-004776,HIST-004776,2026-05-02,82676.82,9
PAY-000772,HIST-000772,2026-05-02,50537.64,28
PAY-002691,HIST-002691,2026-05-02,50386.69,53
PAY-000400,HIST-000400,2026-05-02,18291.49,25
PAY-003832,HIST-003832,2026-05-02,32841.3,13
PAY-004343,HIST-004343,2026-05-02,30750.93,25
PAY-002215,HIST-002215,2026-05-03,4075.75,30
PAY-002221,HIST-002221,2026-05-03,14991.32,10
PAY-000003,HIST-000003,2026-05-03,7688.2,39
PAY-003846,HIST-003846,2026-05-03,4570.42,5
PAY-000034,HIST-000034,2026-05-03,20283.18,20
PAY-001023,HIST-001023,2026-05-03,35149.69,13
PAY-002612,HIST-002612,2026-05-03,83216.44,13
PAY-002047,HIST-002047,2026-05-03,12701.89,40
PAY-002344,HIST-002344,2026-05-03,82854.6,34
PAY-002180,HIST-002180,2026-05-03,19106.17,42
PAY-000234,HIST-000234,2026-05-03,26109.16,48
PAY-003578,HIST-003578,2026-05-04,49378.37,2
PAY-000127,HIST-000127,2026-05-04,48424.87,18
PAY-001676,HIST-001676,2026-05-04,13074.48,21
PAY-003980,HIST-003980,2026-05-04,70183.41,20
PAY-002531,HIST-002531,2026-05-04,35160.02,38
PAY-004689,HIST-004689,2026-05-05,25780.38,17
PAY-003015,HIST-003015,2026-05-05,37484.47,19
PAY-003151,HIST-003151,2026-05-05,22501.33,15
PAY-003025,HIST-003025,2026-05-05,46109.73,43
PAY-004117,HIST-004117,2026-05-05,23351.06,9
PAY-002731,HIST-002731,2026-05-05,5491.72,-5
PAY-004165,HIST-004165,2026-05-05,44275.6,25
PAY-001276,HIST-001276,2026-05-05,27324.19,13
PAY-002389,HIST-002389,2026-05-05,36058.26,4
PAY-004346,HIST-004346,2026-05-05,145393.4,17
PAY-001843,HIST-001843,2026-05-05,41109.68,15
PAY-000558,HIST-000558,2026-05-05,55740.92,28
PAY-001701,HIST-001701,2026-05-05,55890.83,34
PAY-001312,HIST-001312,2026-05-05,22451.67,24
PAY-002983,HIST-002983,2026-05-06,28859.95,17
PAY-001002,HIST-001002,2026-05-06,147867.98,35
PAY-000706,HIST-000706,2026-05-06,18249.75,49
PAY-003451,HIST-003451,2026-05-06,64768.67,20
PAY-001091,HIST-001091,2026-05-06,39299.43,0
PAY-001698,HIST-001698,2026-05-06,19464.76,29
PAY-000416,HIST-000416,2026-05-06,97681.34,6
PAY-003821,HIST-003821,2026-05-06,73507.49,19
PAY-001707,HIST-001707,2026-05-06,52845.01,18
PAY-001966,HIST-001966,2026-05-06,88079.55,9
PAY-000954,HIST-000954,2026-05-07,49557.42,33
PAY-001495,HIST-001495,2026-05-07,66148.17,29
PAY-003708,HIST-003708,2026-05-07,128755.54,44
PAY-004486,HIST-004486,2026-05-07,57590.51,12
PAY-001743,HIST-001743,2026-05-07,66341.32,37
PAY-001400,HIST-001400,2026-05-07,67816.52,29
PAY-001269,HIST-001269,2026-05-07,67220.66,16
PAY-004682,HIST-004682,2026-05-07,39962.49,4
PAY-002080,HIST-002080,2026-05-07,51656.16,39
PAY-001528,HIST-001528,2026-05-07,104922.73,41
PAY-000556,HIST-000556,2026-05-07,133072.57,12
PAY-001614,HIST-001614,2026-05-08,31224.32,45
PAY-002364,HIST-002364,2026-05-08,51307.96,35
PAY-000232,HIST-000232,2026-05-08,75706.61,14
PAY-000477,HIST-000477,2026-05-08,44848.6,30
PAY-000865,HIST-000865,2026-05-08,5370.93,41
PAY-003068,HIST-003068,2026-05-08,23207.34,20
PAY-000104,HIST-000104,2026-05-08,58942.78,8
PAY-001170,HIST-001170,2026-05-08,69541.88,24
PAY-002659,HIST-002659,2026-05-09,37001.09,40
PAY-003525,HIST-003525,2026-05-09,129740.47,33
PAY-002976,HIST-002976,2026-05-09,42493.59,13
PAY-002812,HIST-002812,2026-05-09,68320.17,40
PAY-003344,HIST-003344,2026-05-09,45503.9,14
PAY-000693,HIST-000693,2026-05-09,20504.14,24
PAY-001643,HIST-001643,2026-05-09,66362.17,13
PAY-001734,HIST-001734,2026-05-09,15103.43,-5
PAY-004114,HIST-004114,2026-05-09,63961.5,33
PAY-003685,HIST-003685,2026-05-09,56783.35,17
PAY-002294,HIST-002294,2026-05-09,26971.99,19
PAY-002172,HIST-002172,2026-05-10,83216.38,17
PAY-001927,HIST-001927,2026-05-10,48192.46,27
PAY-000759,HIST-000759,2026-05-10,10815.47,43
PAY-002176,HIST-002176,2026-05-10,31589.91,3
PAY-004389,HIST-004389,2026-05-10,14525.01,35
PAY-002109,HIST-002109,2026-05-10,64243.66,16
PAY-002787,HIST-002787,2026-05-10,19966.51,49
PAY-003184,HIST-003184,2026-05-11,177262.98,7
PAY-002784,HIST-002784,2026-05-11,46889.83,13
PAY-004070,HIST-004070,2026-05-11,39610.94,23
PAY-001198,HIST-001198,2026-05-11,53064.84,40
PAY-003551,HIST-003551,2026-05-11,14160.34,40
PAY-002262,HIST-002262,2026-05-11,70311.57,31
PAY-002813,HIST-002813,2026-05-11,45184.96,4
PAY-004539,HIST-004539,2026-05-11,21338.55,23
PAY-001633,HIST-001633,2026-05-11,57455.28,34
PAY-000101,HIST-000101,2026-05-12,8115.1,35
PAY-000488,HIST-000488,2026-05-12,57820.77,28
PAY-000061,HIST-000061,2026-05-12,29241.84,32
PAY-002017,HIST-002017,2026-05-12,54509.03,12
PAY-003106,HIST-003106,2026-05-12,48142.36,37
PAY-003529,HIST-003529,2026-05-12,96191.3,13
PAY-002852,HIST-002852,2026-05-12,17112.22,15
PAY-003185,HIST-003185,2026-05-12,29892.78,26
PAY-003176,HIST-003176,2026-05-12,63352.77,14
PAY-002858,HIST-002858,2026-05-13,55822.62,14
PAY-004359,HIST-004359,2026-05-13,25884.15,-5
PAY-000425,HIST-000425,2026-05-13,43511.33,8
PAY-002530,HIST-002530,2026-05-13,25817.53,3
PAY-000915,HIST-000915,2026-05-13,46255.8,33
PAY-001479,HIST-001479,2026-05-13,62922.36,13
PAY-003943,HIST-003943,2026-05-14,32212.56,30
PAY-000327,HIST-000327,2026-05-14,96905.54,53
PAY-002314,HIST-002314,2026-05-14,56676.18,26
PAY-000334,HIST-000334,2026-05-14,81046.24,43
PAY-002173,HIST-002173,2026-05-14,17050.14,9
PAY-000783,HIST-000783,2026-05-14,50966.29,42
PAY-001268,HIST-001268,2026-05-14,56003.37,50
PAY-000102,HIST-000102,2026-05-14,63586.32,35
PAY-002090,HIST-002090,2026-05-14,11718.76,26
PAY-002145,HIST-002145,2026-05-14,51486.91,20
PAY-001078,HIST-001078,2026-05-14,35560.06,43
PAY-001808,HIST-001808,2026-05-14,12264.37,22
PAY-002383,HIST-002383,2026-05-15,14026.27,18
PAY-002264,HIST-002264,2026-05-15,95251.84,-1
PAY-004475,HIST-004475,2026-05-15,102556.81,16
PAY-003944,HIST-003944,2026-05-15,69883.08,10
PAY-003872,HIST-003872,2026-05-15,19271.85,12
PAY-000264,HIST-000264,2026-05-15,46642.61,24
PAY-000753,HIST-000753,2026-05-15,221600.12,6
PAY-001802,HIST-001802,2026-05-15,63581.06,13
PAY-001359,HIST-001359,2026-05-15,80000.58,35
PAY-001333,HIST-001333,2026-05-15,22838.36,9
PAY-002427,HIST-002427,2026-05-15,104073.89,22
PAY-000955,HIST-000955,2026-05-15,114510.23,26
PAY-003502,HIST-003502,2026-05-16,49113.07,34
PAY-000094,HIST-000094,2026-05-16,24390.98,23
PAY-001338,HIST-001338,2026-05-16,16869.36,35
PAY-004360,HIST-004360,2026-05-16,103531.67,24
PAY-003994,HIST-003994,2026-05-16,53691.47,38
PAY-004179,HIST-004179,2026-05-16,6140.67,31
PAY-001845,HIST-001845,2026-05-17,37544.41,33
PAY-000778,HIST-000778,2026-05-17,226334.98,18
PAY-002270,HIST-002270,2026-05-17,44056.52,3
PAY-002098,HIST-002098,2026-05-17,31163.86,2
PAY-002506,HIST-002506,2026-05-17,42975.55,5
PAY-001150,HIST-001150,2026-05-17,61271.48,30
PAY-000329,HIST-000329,2026-05-17,241895.17,34
PAY-001749,HIST-001749,2026-05-17,139153.0,31
PAY-004777,HIST-004777,2026-05-17,16766.93,24
PAY-003104,HIST-003104,2026-05-17,54214.65,20
PAY-001348,HIST-001348,2026-05-17,32778.99,32
PAY-000933,HIST-000933,2026-05-17,80737.2,34
PAY-002313,HIST-002313,2026-05-17,97353.54,26
PAY-002039,HIST-002039,2026-05-18,14602.84,10
PAY-000581,HIST-000581,2026-05-18,9709.65,-5
PAY-001184,HIST-001184,2026-05-18,33887.62,33
PAY-001795,HIST-001795,2026-05-18,64728.4,35
PAY-000720,HIST-000720,2026-05-18,22530.16,44
PAY-000829,HIST-000829,2026-05-18,41987.24,45
PAY-002518,HIST-002518,2026-05-18,13900.26,21
PAY-001136,HIST-001136,2026-05-19,166220.88,6
PAY-000896,HIST-000896,2026-05-19,18213.2,-5
PAY-004115,HIST-004115,2026-05-19,97740.26,50
PAY-002103,HIST-002103,2026-05-19,31958.71,48
PAY-004618,HIST-004618,2026-05-19,29754.03,14
PAY-001109,HIST-001109,2026-05-19,83381.77,27
PAY-001432,HIST-001432,2026-05-19,59959.17,31
PAY-003780,HIST-003780,2026-05-19,38604.87,9
PAY-003693,HIST-003693,2026-05-19,16539.62,32
PAY-002273,HIST-002273,2026-05-20,23287.81,42
PAY-003297,HIST-003297,2026-05-20,18700.08,24
PAY-001652,HIST-001652,2026-05-20,72410.95,12
PAY-000453,HIST-000453,2026-05-20,38455.65,9
PAY-002248,HIST-002248,2026-05-20,60999.91,47
PAY-000408,HIST-000408,2026-05-20,218019.63,24
PAY-003130,HIST-003130,2026-05-20,19254.28,9
PAY-000539,HIST-000539,2026-05-20,38838.42,21
PAY-000180,HIST-000180,2026-05-20,50278.34,6
PAY-002295,HIST-002295,2026-05-20,79085.66,18
PAY-004768,HIST-004768,2026-05-21,13338.1,19
PAY-000485,HIST-000485,2026-05-21,34011.58,28
PAY-000486,HIST-000486,2026-05-21,17019.74,30
PAY-004748,HIST-004748,2026-05-21,37918.82,6
PAY-000946,HIST-000946,2026-05-21,21252.7,22
PAY-001076,HIST-001076,2026-05-21,38615.74,16
PAY-004677,HIST-004677,2026-05-21,23585.33,38
PAY-002353,HIST-002353,2026-05-21,34232.25,25
PAY-004512,HIST-004512,2026-05-21,61492.97,15
PAY-001101,HIST-001101,2026-05-21,213730.07,1
PAY-004673,HIST-004673,2026-05-21,52330.95,32
PAY-000839,HIST-000839,2026-05-22,62979.76,12
PAY-000093,HIST-000093,2026-05-22,118592.61,26
PAY-002183,HIST-002183,2026-05-22,31758.61,26
PAY-000950,HIST-000950,2026-05-22,62395.38,25
PAY-003682,HIST-003682,2026-05-22,45604.18,15
PAY-004585,HIST-004585,2026-05-22,154170.42,21
PAY-001476,HIST-001476,2026-05-22,33263.36,23
PAY-000482,HIST-000482,2026-05-22,65526.87,20
PAY-003165,HIST-003165,2026-05-22,195942.63,28
PAY-002127,HIST-002127,2026-05-22,70061.97,12
PAY-003263,HIST-003263,2026-05-22,61864.21,33
PAY-002194,HIST-002194,2026-05-22,50535.13,40
PAY-002226,HIST-002226,2026-05-23,59639.34,30
PAY-001035,HIST-001035,2026-05-23,62585.15,11
PAY-001598,HIST-001598,2026-05-23,34783.18,39
PAY-003813,HIST-003813,2026-05-23,64169.59,9
PAY-002348,HIST-002348,2026-05-23,31722.14,22
PAY-003533,HIST-003533,2026-05-23,39116.88,6
PAY-003214,HIST-003214,2026-05-23,15763.03,6
PAY-000424,HIST-000424,2026-05-24,35449.39,28
PAY-001199,HIST-001199,2026-05-24,27204.41,24
PAY-001057,HIST-001057,2026-05-24,19372.4,32
PAY-002896,HIST-002896,2026-05-24,126385.15,23
PAY-003196,HIST-003196,2026-05-24,50001.93,22
PAY-001456,HIST-001456,2026-05-24,8240.23,0
PAY-003524,HIST-003524,2026-05-24,41355.57,22
PAY-003159,HIST-003159,2026-05-24,28194.68,23
PAY-003723,HIST-003723,2026-05-25,39109.47,47
PAY-004273,HIST-004273,2026-05-25,44165.17,30
PAY-003129,HIST-003129,2026-05-25,52999.94,10
PAY-001663,HIST-001663,2026-05-25,54596.44,17
PAY-003119,HIST-003119,2026-05-25,26503.86,28
PAY-003754,HIST-003754,2026-05-25,74467.32,11
PAY-000083,HIST-000083,2026-05-25,53365.64,17
PAY-004566,HIST-004566,2026-05-25,48980.4,6
PAY-002325,HIST-002325,2026-05-26,9298.97,22
PAY-001817,HIST-001817,2026-05-26,40432.52,29
PAY-000428,HIST-000428,2026-05-26,45173.92,22
PAY-003614,HIST-003614,2026-05-26,37012.35,16
PAY-004433,HIST-004433,2026-05-26,188184.64,35
PAY-001426,HIST-001426,2026-05-26,114135.31,23
PAY-004632,HIST-004632,2026-05-26,7374.39,13
PAY-001674,HIST-001674,2026-05-26,51629.2,49
PAY-004001,HIST-004001,2026-05-26,77063.78,38
PAY-002971,HIST-002971,2026-05-26,38430.32,40
PAY-000198,HIST-000198,2026-05-26,65766.97,6
PAY-001263,HIST-001263,2026-05-27,59326.69,31
PAY-000079,HIST-000079,2026-05-27,77306.62,43
PAY-002970,HIST-002970,2026-05-27,28661.84,4
PAY-003118,HIST-003118,2026-05-27,10331.56,21
PAY-001597,HIST-001597,2026-05-27,81227.73,23
PAY-003649,HIST-003649,2026-05-27,41718.78,14
PAY-000723,HIST-000723,2026-05-27,70182.05,31
PAY-000901,HIST-000901,2026-05-27,121017.39,9
PAY-004350,HIST-004350,2026-05-27,61998.08,12
PAY-004349,HIST-004349,2026-05-27,85860.91,25
PAY-001259,HIST-001259,2026-05-28,27284.78,35
PAY-002266,HIST-002266,2026-05-28,275386.26,6
PAY-001264,HIST-001264,2026-05-28,27633.68,14
PAY-000617,HIST-000617,2026-05-28,49635.69,22
PAY-002906,HIST-002906,2026-05-28,49044.39,17
PAY-003272,HIST-003272,2026-05-28,40626.05,19
PAY-000095,HIST-000095,2026-05-28,179540.64,7
PAY-002990,HIST-002990,2026-05-28,20077.01,16
PAY-002529,HIST-002529,2026-05-28,68585.27,50
PAY-004701,HIST-004701,2026-05-28,92251.29,22
PAY-001550,HIST-001550,2026-05-28,22909.8,11
PAY-002754,HIST-002754,2026-05-28,26595.63,7
PAY-003867,HIST-003867,2026-05-28,55936.2,24
PAY-003784,HIST-003784,2026-05-28,67963.35,19
PAY-001988,HIST-001988,2026-05-28,38446.22,20
PAY-001728,HIST-001728,2026-05-28,131446.51,21
PAY-004202,HIST-004202,2026-05-28,40170.48,25
PAY-003218,HIST-003218,2026-05-29,78878.65,44
PAY-003881,HIST-003881,2026-05-29,55687.71,25
PAY-004079,HIST-004079,2026-05-29,43297.68,41
PAY-004158,HIST-004158,2026-05-29,59721.08,17
PAY-004072,HIST-004072,2026-05-29,117278.69,14
PAY-004151,HIST-004151,2026-05-29,199030.23,20
PAY-000243,HIST-000243,2026-05-29,86081.3,26
PAY-000695,HIST-000695,2026-05-29,221942.41,7
PAY-004085,HIST-004085,2026-05-29,10599.22,33
PAY-001297,HIST-001297,2026-05-30,54320.93,45
PAY-004214,HIST-004214,2026-05-30,42778.37,13
PAY-003675,HIST-003675,2026-05-30,40201.73,7
PAY-001376,HIST-001376,2026-05-30,61395.84,23
PAY-003747,HIST-003747,2026-05-30,10326.29,20
PAY-000867,HIST-000867,2026-05-30,21126.58,12
PAY-002376,HIST-002376,2026-05-30,37234.05,20
PAY-001941,HIST-001941,2026-05-30,21610.66,-2
PAY-004724,HIST-004724,2026-05-31,80820.78,24
PAY-000698,HIST-000698,2026-05-31,60623.9,33
PAY-000229,HIST-000229,2026-05-31,33088.88,3
PAY-003428,HIST-003428,2026-05-31,24890.83,21
PAY-000300,HIST-000300,2026-05-31,4581.9,23
PAY-002076,HIST-002076,2026-05-31,14973.33,20
PAY-002654,HIST-002654,2026-05-31,59689.28,2
PAY-003003,HIST-003003,2026-05-31,37730.4,9
PAY-000124,HIST-000124,2026-05-31,17328.56,38
PAY-004145,HIST-004145,2026-05-31,34870.18,23
PAY-002887,HIST-002887,2026-05-31,26838.2,46
PAY-000147,HIST-000147,2026-05-31,29316.42,26
PAY-000189,HIST-000189,2026-05-31,55002.47,6
PAY-002118,HIST-002118,2026-05-31,18915.33,20
PAY-000809,HIST-000809,2026-05-31,55463.67,38
PAY-003858,HIST-003858,2026-05-31,8589.4,25
PAY-000268,HIST-000268,2026-06-01,21453.12,43
PAY-001645,HIST-001645,2026-06-01,18853.37,0
PAY-001134,HIST-001134,2026-06-01,18915.27,23
PAY-001245,HIST-001245,2026-06-01,18727.77,21
PAY-001196,HIST-001196,2026-06-01,51050.5,31
PAY-002377,HIST-002377,2026-06-01,21820.06,27
PAY-001427,HIST-001427,2026-06-01,21669.58,27
PAY-004401,HIST-004401,2026-06-01,17898.88,23
PAY-004712,HIST-004712,2026-06-01,55819.6,33
PAY-004676,HIST-004676,2026-06-02,122740.68,12
PAY-000440,HIST-000440,2026-06-02,17309.87,21
PAY-002167,HIST-002167,2026-06-02,91357.42,15
PAY-001225,HIST-001225,2026-06-02,154355.7,35
PAY-002003,HIST-002003,2026-06-02,29655.56,37
PAY-000963,HIST-000963,2026-06-02,22728.65,49
PAY-002733,HIST-002733,2026-06-02,90200.0,15
PAY-004331,HIST-004331,2026-06-02,37473.76,30
PAY-001993,HIST-001993,2026-06-02,9135.1,28
PAY-001441,HIST-001441,2026-06-02,21500.85,-2
PAY-002544,HIST-002544,2026-06-02,41702.18,8
PAY-003680,HIST-003680,2026-06-03,55735.51,23
PAY-002519,HIST-002519,2026-06-03,47738.47,31
PAY-001649,HIST-001649,2026-06-03,11094.35,23
PAY-001834,HIST-001834,2026-06-03,41131.82,42
PAY-000630,HIST-000630,2026-06-03,87908.21,25
PAY-000385,HIST-000385,2026-06-03,65264.88,64
PAY-002360,HIST-002360,2026-06-03,45703.24,22
PAY-000156,HIST-000156,2026-06-04,40940.78,18
PAY-000144,HIST-000144,2026-06-04,15588.91,47
PAY-002134,HIST-002134,2026-06-04,37341.03,21
PAY-004311,HIST-004311,2026-06-04,95954.42,10
PAY-001896,HIST-001896,2026-06-04,29127.03,29
PAY-002735,HIST-002735,2026-06-04,205833.15,19
PAY-001336,HIST-001336,2026-06-04,35765.83,20
PAY-002229,HIST-002229,2026-06-04,21798.92,31
PAY-001751,HIST-001751,2026-06-04,71578.34,23
PAY-002722,HIST-002722,2026-06-04,22807.76,15
PAY-003687,HIST-003687,2026-06-04,45798.78,15
PAY-002037,HIST-002037,2026-06-05,11611.13,23
PAY-000971,HIST-000971,2026-06-05,23625.08,38
PAY-001543,HIST-001543,2026-06-05,70415.75,33
PAY-002459,HIST-002459,2026-06-05,76922.72,33
PAY-003800,HIST-003800,2026-06-05,24532.77,33
PAY-002014,HIST-002014,2026-06-05,15542.64,20
PAY-001116,HIST-001116,2026-06-05,122059.66,31
PAY-002222,HIST-002222,2026-06-05,88405.34,19
PAY-002339,HIST-002339,2026-06-06,10804.34,37
PAY-002417,HIST-002417,2026-06-06,23431.0,35
PAY-002952,HIST-002952,2026-06-06,114902.9,12
PAY-000728,HIST-000728,2026-06-06,147844.51,27
PAY-004127,HIST-004127,2026-06-06,239446.48,30
PAY-000574,HIST-000574,2026-06-06,54982.71,13
PAY-001163,HIST-001163,2026-06-06,56536.74,21
PAY-001436,HIST-001436,2026-06-06,50927.06,3
PAY-002432,HIST-002432,2026-06-06,152851.12,10
PAY-000181,HIST-000181,2026-06-06,41031.78,47
PAY-004373,HIST-004373,2026-06-06,120051.22,46
PAY-004655,HIST-004655,2026-06-06,88801.12,19
